Run_ID,Livetime_sec,Gate_Event_Count,Gate_Event_Rate_Hz,Cathode_Event_Count,Cathode_Event_Rate_Hz,S1_Only_Heavy_Count,S1_Only_Heavy_Rate_Hz,S2_Only_SE_Count,S2_Only_SE_Rate_Hz,Wall_Event_Count,Wall_Event_Rate_Hz
064137,1538.784,1045,0.6791076590346663,607,0.39446731964980136,165,0.10722752511073678,289,0.18781063489092684,1741,1.1314128558654106
064798,1454.505,969,0.6662060288551774,564,0.38776078459682156,173,0.11894080804122363,280,0.19250535405515964,1750,1.2031584628447478
059411,1336.261,931,0.6967201766720723,661,0.4946638418692157,129,0.0965380266280315,249,0.1863408420959678,1731,1.295405613124981
057392,10803.607,7214,0.6677399501851558,4613,0.4269870238708239,279,0.025824708358976774,303,0.028046188647921015,142,0.013143758376253412
057427,10803.713,7036,0.6512575815370142,4495,0.4160606635885274,262,0.024250921882134412,299,0.02767567039220683,149,0.013791554810832165
055641,5459.437,3701,0.6779087294166047,2227,0.40791751970029144,633,0.11594602154031634,1195,0.2188870390847994,6371,1.1669701472880811
057027,89.881,102,1.1348338358496235,52,0.578542739844906,3,0.03337746576028304,3,0.03337746576028304,3,0.03337746576028304
057079,10804.218,8309,0.7690514945181595,4957,0.45880229369677655,327,0.030265957240033475,368,0.034060771450557546,228,0.02110286926828022
058544,870.094,541,0.6217719005073015,368,0.4229428084781644,102,0.11722871321949122,190,0.21836721089905228,962,1.1056276678152015
056928,10803.02,128229,11.869736425555075,35296,3.2672345325658934,6346,0.5874283302261775,7187,0.6652769318209167,6459,0.5978883682525812
056966,10800.747,14873,1.377034384751351,6915,0.640233494961043,662,0.061292056929025375,783,0.07249498576348469,576,0.05332964469957495
057430,10803.422,7054,0.6529412624999745,4558,0.4219033561773297,282,0.026102840377798812,313,0.028972301554081658,170,0.015735754837680135
057395,10800.834,7238,0.6701334359920724,4675,0.43283694573956044,265,0.024535142378820006,286,0.026479436680537816,163,0.015091427199047776
063370,2722.859,1835,0.6739239894537323,1180,0.433368015016569,43,0.015792224276027514,52,0.01909757354310304,47,0.017261268394727747
061439,1391.632,843,0.6057635926739252,563,0.40456097589017787,156,0.11209860077951642,307,0.2206042976878945,1719,1.2352403508973637
062320,1278.953,775,0.6059644099509521,560,0.4378581542871396,159,0.12432044023509856,278,0.2173652980211157,1576,1.232257948493807
